id,corruption,position,orig_token,alt_token,question_out,prefix,suffix,answer,avg_logprob,delta_from_clean,prompt_avg_nll_increase,generated_answer
11,lm_single,9, named, back,The owl associated with Harry that vanished is back __.,The owl associated with Harry that vanished is back ,.,"""Hedwig""",-2.6008212566375732,-1.8222788572311401,0.15133905410766602,"2 years later
The owl that vanished from the Harry Potter"
11,lm_single,5, Harry, this,The owl associated with this that vanished is named __.,The owl associated with this that vanished is named ,.,"""Hedwig""",-2.5064945220947266,-1.7279521226882935,-0.11738061904907227,1st owl
11,lm_single,5, Harry, the,The owl associated with the that vanished is named __.,The owl associated with the that vanished is named ,.,"""Hedwig""",-2.4780898094177246,-1.6995474100112915,-0.0107574462890625,the  Barn Owl
11,lm_single,2, owl, following,The following associated with Harry that vanished is named __.,The following associated with Harry that vanished is named ,.,"""Hedwig""",-2.379840850830078,-1.601298451423645,0.31388092041015625,1 of the most effective films of all time
11,lm_single,2, owl, first,The first associated with Harry that vanished is named __.,The first associated with Harry that vanished is named ,.,"""Hedwig""",-2.1948726177215576,-1.4163302183151245,-0.13065862655639648,1st associated with Harry
11,lm_single,8, is, after,The owl associated with Harry that vanished after named __.,The owl associated with Harry that vanished after named ,.,"""Hedwig""",-1.5179117918014526,-0.7393693923950195,0.7152142524719238,"2016-12-31
The owl associated with Harry"
11,lm_single,6, that, Potter,The owl associated with Harry Potter vanished is named __.,The owl associated with Harry Potter vanished is named ,.,"""Hedwig""",-1.3642578125,-0.5857154130935669,-0.08383560180664062,1 of the most popular birds in the world
11,lm_single,1,The,Question,Question owl associated with Harry that vanished is named __.,Question owl associated with Harry that vanished is named ,.,"""Hedwig""",-1.1575779914855957,-0.3790355920791626,0.17165803909301758,"2 years after his death
The owl that was associated with"
11,lm_single,8, is, when,The owl associated with Harry that vanished when named __.,The owl associated with Harry that vanished when named ,.,"""Hedwig""",-1.1553739309310913,-0.3768315315246582,0.5536131858825684,"20 years ago has been found
The owl associated with Harry"
11,lm_single,3, associated, and,The owl and with Harry that vanished is named __.,The owl and with Harry that vanished is named ,.,"""Hedwig""",-1.0861332416534424,-0.3075908422470093,0.31622982025146484,1st
11,lm_single,11,.,".
","The owl associated with Harry that vanished is named __.
",The owl associated with Harry that vanished is named ,".
","""Hedwig""",-1.0468993186950684,-0.26835691928863525,-0.10582780838012695,“Hedwig
11,lm_single,6, that,'s,The owl associated with Harry's vanished is named __.,The owl associated with Harry's vanished is named ,.,"""Hedwig""",-0.885283350944519,-0.10674095153808594,-0.17892789840698242,
12,none,,,,"When Dumbledore illuminated the room, he cast the spell ______.","When Dumbledore illuminated the room, he cast the spell ",.,Lumos,-1.0875346660614014,0.0,0.0,“ Lumos
12,lm_single,10, spell, shadows,"When Dumbledore illuminated the room, he cast the shadows ______.","When Dumbledore illuminated the room, he cast the shadows ",.,Lumos,-1.7857680320739746,-0.6982333660125732,0.10979652404785156,of the two men on the wall
12,lm_single,10, spell, shadow,"When Dumbledore illuminated the room, he cast the shadow ______.","When Dumbledore illuminated the room, he cast the shadow ",.,Lumos,-1.552330493927002,-0.4647958278656006,0.03831958770751953,of a bird on the wall
12,lm_single,8, cast, saw,"When Dumbledore illuminated the room, he saw the spell ______.","When Dumbledore illuminated the room, he saw the spell ",.,Lumos,-1.5146231651306152,-0.42708849906921387,0.14011383056640625,that had been cast on the door
12,lm_single,8, cast, found,"When Dumbledore illuminated the room, he found the spell ______.","When Dumbledore illuminated the room, he found the spell ",.,Lumos,-1.503430684407552,-0.41589601834615064,0.2700624465942383,"had been cast by a young girl, who was now"
12,lm_single,2, Dumbledore, I,"When I illuminated the room, he cast the spell ______.","When I illuminated the room, he cast the spell ",.,Lumos,-1.4722774823506672,-0.3847428162892659,-0.3943824768066406,3 times
12,lm_single,2, Dumbledore, you,"When you illuminated the room, he cast the spell ______.","When you illuminated the room, he cast the spell ",.,Lumos,-1.415482521057129,-0.32794785499572754,-0.32340526580810547,3 times
12,lm_single,6,",", and,When Dumbledore illuminated the room and he cast the spell ______.,When Dumbledore illuminated the room and he cast the spell ,.,Lumos,-1.236667235692342,-0.14913256963094068,0.1612377166748047,"to make the mirror reflect the past, the mirror showed"
12,none,,,,The wizard hiding in the overstuffed armchair was named Horace ______.,The wizard hiding in the overstuffed armchair was named Horace ,.,Slughorn,-0.5905561447143555,0.0,0.0,and he was a very old man
12,lm_single,10, was,",","The wizard hiding in the overstuffed armchair, named Horace ______.","The wizard hiding in the overstuffed armchair, named Horace ",.,Slughorn,-1.6232762336730957,-1.0327200889587402,0.5134730339050293,"by the children, is a character in the 198"
12,lm_single,2, wizard, first,The first hiding in the overstuffed armchair was named Horace ______.,The first hiding in the overstuffed armchair was named Horace ,.,Slughorn,-1.4449825286865234,-0.854426383972168,0.5227947235107422,1
12,lm_single,9,chair, chair,The wizard hiding in the overstuffed arm chair was named Horace ______.,The wizard hiding in the overstuffed arm chair was named Horace ,.,Slughorn,-1.3818254470825195,-0.7912693023681641,0.25939226150512695,and he was a very old man
12,lm_single,2, wizard, ,The  hiding in the overstuffed armchair was named Horace ______.,The  hiding in the overstuffed armchair was named Horace ,.,Slughorn,-1.3592526117960613,-0.7686964670817058,0.736384391784668,"and he was a very large, very hairy, very gr"
12,lm_single,9,chair,-chair,The wizard hiding in the overstuffed arm-chair was named Horace ______.,The wizard hiding in the overstuffed arm-chair was named Horace ,.,Slughorn,-1.021653652191162,-0.43109750747680664,0.41521406173706055,and he was a very old man
12,lm_single,7,uffed,ated,The wizard hiding in the overstated armchair was named Horace ______.,The wizard hiding in the overstated armchair was named Horace ,.,Slughorn,-1.0166970094045003,-0.4261408646901448,0.7726540565490723,and he was a very old man
12,lm_single,1,The,Home,Home wizard hiding in the overstuffed armchair was named Horace ______.,Home wizard hiding in the overstuffed armchair was named Horace ,.,Slughorn,-0.8746693929036459,-0.2841132481892904,0.7431612014770508,2
12,lm_single,4, in, behind,The wizard hiding behind the overstuffed armchair was named Horace ______.,The wizard hiding behind the overstuffed armchair was named Horace ,.,Slughorn,-0.8626129627227783,-0.27205681800842285,0.08469772338867188,and he was a very old man
12,lm_single,7,uffed,retched,The wizard hiding in the overstretched armchair was named Horace ______.,The wizard hiding in the overstretched armchair was named Horace ,.,Slughorn,-0.8532892862955729,-0.2627331415812174,0.7146453857421875,and he was a very old man
12,lm_single,4, in, under,The wizard hiding under the overstuffed armchair was named Horace ______.,The wizard hiding under the overstuffed armchair was named Horace ,.,Slughorn,-0.8267086346944174,-0.23615248998006189,0.08738088607788086,and he was a very old man
12,lm_single,11, named, a,The wizard hiding in the overstuffed armchair was a Horace ______.,The wizard hiding in the overstuffed armchair was a Horace ,.,Slughorn,-0.797679583231608,-0.20712343851725257,0.3910655975341797,2
12,lm_single,1,The,A,A wizard hiding in the overstuffed armchair was named Horace ______.,A wizard hiding in the overstuffed armchair was named Horace ,.,Slughorn,-0.7753032843271891,-0.18474713961283362,0.22295141220092773,and he was a very old man
12,lm_single,8, arm, sofa,The wizard hiding in the overstuffed sofachair was named Horace ______.,The wizard hiding in the overstuffed sofachair was named Horace ,.,Slughorn,-0.6917157967885336,-0.1011596520741781,0.7617950439453125,0
12,lm_single,8, arm, cabinet,The wizard hiding in the overstuffed cabinetchair was named Horace ______.,The wizard hiding in the overstuffed cabinetchair was named Horace ,.,Slughorn,-0.6885255972544352,-0.09796945254007972,0.7861456871032715,0
13,none,,,,Slughorn's first name is __,Slughorn's first name is ,,Horace,-0.025213584303855896,0.0,0.0,7 letters long
13,lm_single,3,orn,og,Slughog's first name is __,Slughog's first name is ,,Horace,-0.33609265089035034,-0.31087906658649445,0.7994785308837891,7 letters long
13,lm_single,6, name, year,Slughorn's first year is __,Slughorn's first year is ,,Horace,-0.2173559069633484,-0.1921423226594925,0.6823816299438477,"1942, and he is 42 years old"
13,lm_single,3,orn,orne,Slughorne's first name is __,Slughorne's first name is ,,Horace,-0.20574577152729034,-0.18053218722343445,0.7458901405334473,
13,lm_single,6, name, appearance,Slughorn's first appearance is __,Slughorn's first appearance is ,,Horace,-0.19607074558734894,-0.17085716128349304,0.7494058609008789,2007's Harry Potter and the Half-Blood Prince
13,lm_single,5, first, class,Slughorn's class name is __,Slughorn's class name is ,,Horace,-0.1307605803012848,-0.1055469959974289,0.708737850189209,1st year potions
13,none,,,,Slughorn was the Head of __ house,Slughorn was the Head of , house,Slytherin,-0.5382271409034729,0.0,0.0,Slughorn's Potion Class at Hogwarts School of Witch
13,lm_single,6, Head, first,Slughorn was the first of __ house,Slughorn was the first of , house,Slytherin,-1.1517997980117798,-0.6135726571083069,0.44312381744384766,3 teachers to be introduced in the Harry Potter series
13,lm_single,4, was,'s,Slughorn's the Head of __ house,Slughorn's the Head of , house,Slytherin,-1.0583420991897583,-0.5201149582862854,0.7012019157409668,"6th year, and he's a bit of a gossip"
13,lm_single,5, the, in,Slughorn was in Head of __ house,Slughorn was in Head of , house,Slytherin,-0.8254215717315674,-0.2871944308280945,0.7410244941711426,"1st year, and was the one who gave Harry the"
13,lm_single,7, of, Of,Slughorn was the Head Of __ house,Slughorn was the Head Of , house,Slytherin,-0.6975620985031128,-0.1593349575996399,0.7160038948059082,1st year Potions at Hogwarts School of Witchcraft and
13,lm_single,5, the, a,Slughorn was a Head of __ house,Slughorn was a Head of , house,Slytherin,-0.647631824016571,-0.10940468311309814,0.38646650314331055,House at Hogwarts School of Witchcraft and Wizardry
13,lm_single,7, of,master,Slughorn was the Headmaster __ house,Slughorn was the Headmaster , house,Slytherin,-0.6248767971992493,-0.08664965629577637,0.5659761428833008,of Hogwarts School of Witchcraft and Wizardry from
13,none,,,,Slughorn is being asked to return to __,Slughorn is being asked to return to ,,Hogwarts,0.0,0.0,0.0,"12 Grimmauld Place, but he refuses"
14,none,,,,Harry recalls Quirrell voluntarily allied with ___ before demise.,Harry recalls Quirrell voluntarily allied with , before demise.,Voldemort,-8.527664184570312,0.0,0.0,Lord Voldemort  and was given a  Horcr
14,lm_single,10, before,".
","Harry recalls Quirrell voluntarily allied with ___.
 demise.",Harry recalls Quirrell voluntarily allied with ,".
 demise.",Voldemort,-11.026382446289062,-2.49871826171875,0.30163002014160156,Lord Voldemort  and was given a  Horcr
14,lm_single,1,Harry,def,def recalls Quirrell voluntarily allied with ___ before demise.,def recalls Quirrell voluntarily allied with , before demise.,Voldemort,-9.054523468017578,-0.5268592834472656,0.5386161804199219,"1,000,000,000,000,000,"
14,lm_single,2, recalls, Potter,Harry Potter Quirrell voluntarily allied with ___ before demise.,Harry Potter Quirrell voluntarily allied with , before demise.,Voldemort,-9.046442985534668,-0.5187788009643555,-0.9137554168701172,Lord Voldemort  and became his servant
14,lm_single,1,Harry,Question,Question recalls Quirrell voluntarily allied with ___ before demise.,Question recalls Quirrell voluntarily allied with , before demise.,Voldemort,-8.660715103149414,-0.13305091857910156,0.017002105712890625,"1/2 of the Death Eaters, and that he"
15,none,,,,The witch at the Burrow named Nymphadora is commonly referred to as ______.,The witch at the Burrow named Nymphadora is commonly referred to as ,.,Tonks,-0.5007205009460449,0.0,0.0,Tonks
15,lm_single,10,adora,ad,The witch at the Burrow named Nymphad is commonly referred to as ______.,The witch at the Burrow named Nymphad is commonly referred to as ,.,Tonks,-1.006747841835022,-0.506027340888977,0.7792754173278809,the
15,lm_single,9,ymph,ell,The witch at the Burrow named Nelladora is commonly referred to as ______.,The witch at the Burrow named Nelladora is commonly referred to as ,.,Tonks,-0.9980486631393433,-0.49732816219329834,0.5807538032531738,"Nellie Oggspindle, Nellie O"
15,lm_single,1,The,#,# witch at the Burrow named Nymphadora is commonly referred to as ______.,# witch at the Burrow named Nymphadora is commonly referred to as ,.,Tonks,-0.930044949054718,-0.4293244481086731,0.45968008041381836,1
15,lm_single,9,ymph,ym,The witch at the Burrow named Nymadora is commonly referred to as ______.,The witch at the Burrow named Nymadora is commonly referred to as ,.,Tonks,-0.9274260997772217,-0.42670559883117676,0.4734010696411133,“Nym
15,lm_single,1,The,Question,Question witch at the Burrow named Nymphadora is commonly referred to as ______.,Question witch at the Burrow named Nymphadora is commonly referred to as ,.,Tonks,-0.8936877846717834,-0.3929672837257385,0.6613669395446777,1
15,lm_single,10,adora,ador,The witch at the Burrow named Nymphador is commonly referred to as ______.,The witch at the Burrow named Nymphador is commonly referred to as ,.,Tonks,-0.7609226703643799,-0.26020216941833496,0.500643253326416,Nymphadora Tonks
15,lm_single,8, N, H,The witch at the Burrow named Hymphadora is commonly referred to as ______.,The witch at the Burrow named Hymphadora is commonly referred to as ,.,Tonks,-0.5940808653831482,-0.09336036443710327,0.7183504104614258,“Hermione’s mother
15,none,,,,"Harry must keep his ______ Cloak on him at all times, even in Hogwarts.",Harry must keep his ," Cloak on him at all times, even in Hogwarts.",Invisibility,-0.25539055466651917,0.0,0.0,"11-year-old son, Albus, from harm while he"
15,lm_single,6, Clo,_,"Harry must keep his _______ak on him at all times, even in Hogwarts.",Harry must keep his ,"ak on him at all times, even in Hogwarts.",Invisibility,-8.765233039855957,-8.509842485189438,0.18081903457641602,"11-year-old son, Albus, from harm while he"
15,lm_single,6, Clo,__,"Harry must keep his ________ak on him at all times, even in Hogwarts.",Harry must keep his ,"ak on him at all times, even in Hogwarts.",Invisibility,-8.765233039855957,-8.509842485189438,0.21443462371826172,"11-year-old son, Albus, from harm while he"
15,lm_single,1,Harry,Question,"Question must keep his ______ Cloak on him at all times, even in Hogwarts.",Question must keep his ," Cloak on him at all times, even in Hogwarts.",Invisibility,-4.60487174987793,-4.3494811952114105,0.4916234016418457,"2016 campaign promise to release his tax returns, and he"
15,lm_single,2, must, Styles,"Harry Styles keep his ______ Cloak on him at all times, even in Hogwarts.",Harry Styles keep his ," Cloak on him at all times, even in Hogwarts.",Invisibility,-3.632613182067871,-3.377222627401352,0.7050638198852539,2017 tour dates in the UK and Europe
15,lm_single,3, keep, be,"Harry must be his ______ Cloak on him at all times, even in Hogwarts.",Harry must be his ," Cloak on him at all times, even in Hogwarts.",Invisibility,-2.6354901790618896,-2.3800996243953705,0.5538859367370605,3rd or 4th generation of the name
15,lm_single,1,Harry,def,"def must keep his ______ Cloak on him at all times, even in Hogwarts.",def must keep his ," Cloak on him at all times, even in Hogwarts.",Invisibility,-2.446993827819824,-2.191603273153305,0.7132673263549805,3rd eye open at all times
15,lm_single,4, his, a,"Harry must keep a ______ Cloak on him at all times, even in Hogwarts.",Harry must keep a ," Cloak on him at all times, even in Hogwarts.",Invisibility,-2.003779411315918,-1.7483888566493988,-0.0646657943725586,"100% focus on the task at hand, and not let"
15,lm_single,3, keep, have,"Harry must have his ______ Cloak on him at all times, even in Hogwarts.",Harry must have his ," Cloak on him at all times, even in Hogwarts.",Invisibility,-0.8539556860923767,-0.5985651314258575,-0.03943681716918945,5th birthday party at the zoo
16,none,,,,"Whose pet cat, Crookshanks, climbed onto Harry's lap at the Weasley home? ___","Whose pet cat, Crookshanks, climbed onto Harry's lap at the Weasley home? ",,Hermione,0.0,0.0,0.0,1
16,none,,,,"Which Weasley child's growth is mentioned, with robes needing re-buying? ___","Which Weasley child's growth is mentioned, with robes needing re-buying? ",,Ron,0.0,0.0,0.0,1
17,none,,,,The name of Hermione's cat that left Harry's lap upon retiring for the night was ?,The name of Hermione's cat that left Harry's lap upon retiring for the night was ?,,Crookshanks,-2.093331813812256,0.0,0.0,
17,lm_single,1,The,def,def name of Hermione's cat that left Harry's lap upon retiring for the night was?,def name of Hermione's cat that left Harry's lap upon retiring for the night was?,,Crookshanks,-3.2122902870178223,-1.1189584732055664,0.6347560882568359,(2 points)
17,lm_single,1,The,Question,Question name of Hermione's cat that left Harry's lap upon retiring for the night was?,Question name of Hermione's cat that left Harry's lap upon retiring for the night was?,,Crookshanks,-3.141066551208496,-1.0477347373962402,0.42380523681640625,A) Crookshanks B) Scabbers C
17,lm_single,6, cat, father,The name of Hermione's father that left Harry's lap upon retiring for the night was?,The name of Hermione's father that left Harry's lap upon retiring for the night was?,,Crookshanks,-3.0718178749084473,-0.9784860610961914,0.24297237396240234,"(1 answer)
What was the name of the first person"
17,lm_single,5,'s,",","The name of Hermione, cat that left Harry's lap upon retiring for the night was?","The name of Hermione, cat that left Harry's lap upon retiring for the night was?",,Crookshanks,-2.97440505027771,-0.8810732364654541,0.7719736099243164,"Hermione Granger
What was the name of the cat that"
17,lm_single,2, name, following,The following of Hermione's cat that left Harry's lap upon retiring for the night was?,The following of Hermione's cat that left Harry's lap upon retiring for the night was?,,Crookshanks,-2.8736982345581055,-0.7803664207458496,0.6287250518798828,(1) A black cat
17,lm_single,4, Hermione, this,The name of this's cat that left Harry's lap upon retiring for the night was?,The name of this's cat that left Harry's lap upon retiring for the night was?,,Crookshanks,-2.8303067684173584,-0.7369749546051025,0.2959561347961426,( 4
17,lm_single,2, name, first,The first of Hermione's cat that left Harry's lap upon retiring for the night was?,The first of Hermione's cat that left Harry's lap upon retiring for the night was?,,Crookshanks,-2.5978689193725586,-0.5045371055603027,0.5664281845092773,"(1)
The first of Hermione's cats that left Harry"
17,lm_single,7, that, is,The name of Hermione's cat is left Harry's lap upon retiring for the night was?,The name of Hermione's cat is left Harry's lap upon retiring for the night was?,,Crookshanks,-2.4866604804992676,-0.3933286666870117,0.49838781356811523,The name of Hermione's cat is left Harry's lap upon
17,lm_single,10,'s, Potter,The name of Hermione's cat that left Harry Potter lap upon retiring for the night was?,The name of Hermione's cat that left Harry Potter lap upon retiring for the night was?,,Crookshanks,-2.4456610679626465,-0.3523292541503906,0.24333763122558594,"(Harry Potter and the Deathly Hallows)
The name"
17,lm_single,9, Harry, her,The name of Hermione's cat that left her's lap upon retiring for the night was?,The name of Hermione's cat that left her's lap upon retiring for the night was?,,Crookshanks,-2.3885910511016846,-0.2952592372894287,0.1833171844482422,"(1 answer)
What was the name of the cat that"
17,lm_single,3, of, is,The name is Hermione's cat that left Harry's lap upon retiring for the night was?,The name is Hermione's cat that left Harry's lap upon retiring for the night was?,,Crookshanks,-2.37850022315979,-0.2851684093475342,0.39676856994628906,"(1 answer)
What was the name of the cat that"
17,lm_single,6, cat, pet,The name of Hermione's pet that left Harry's lap upon retiring for the night was?,The name of Hermione's pet that left Harry's lap upon retiring for the night was?,,Crookshanks,-2.3615410327911377,-0.26820921897888184,0.12620878219604492,"(Harry Potter and the Chamber of Secrets)
The name of"
17,lm_single,4, Hermione, the,The name of the's cat that left Harry's lap upon retiring for the night was?,The name of the's cat that left Harry's lap upon retiring for the night was?,,Crookshanks,-2.3365566730499268,-0.2432248592376709,0.16749238967895508,(1) Crookshanks (2) Scab
17,lm_single,8, left, she,The name of Hermione's cat that she Harry's lap upon retiring for the night was?,The name of Hermione's cat that she Harry's lap upon retiring for the night was?,,Crookshanks,-2.309778928756714,-0.216447114944458,0.1902937889099121,"(Harry Potter and the Sorcerer's Stone)
The name"
17,lm_single,5,'s,’s,The name of Hermione’s cat that left Harry's lap upon retiring for the night was?,The name of Hermione’s cat that left Harry's lap upon retiring for the night was?,,Crookshanks,-2.277782678604126,-0.18445086479187012,0.15931081771850586,"(Harry Potter and the Philosopher's Stone)
The name"
17,lm_single,9, Harry, a,The name of Hermione's cat that left a's lap upon retiring for the night was?,The name of Hermione's cat that left a's lap upon retiring for the night was?,,Crookshanks,-2.2604405879974365,-0.16710877418518066,0.398989200592041,"(1 answer)
What was the name of the cat that"
17,lm_single,7, that, in,The name of Hermione's cat in left Harry's lap upon retiring for the night was?,The name of Hermione's cat in left Harry's lap upon retiring for the night was?,,Crookshanks,-2.22241473197937,-0.12908291816711426,0.19345903396606445,"(Harry Potter and the Deathly Hallows)
The name"
17,lm_single,8, left, was,The name of Hermione's cat that was Harry's lap upon retiring for the night was?,The name of Hermione's cat that was Harry's lap upon retiring for the night was?,,Crookshanks,-2.2142550945281982,-0.12092328071594238,-0.057509422302246094,"(Harry Potter and the Sorcerer's Stone)
The name"
17,lm_single,10,'s, a,The name of Hermione's cat that left Harry a lap upon retiring for the night was?,The name of Hermione's cat that left Harry a lap upon retiring for the night was?,,Crookshanks,-2.2109782695770264,-0.11764645576477051,0.05095863342285156,"(Harry Potter and the Deathly Hallows)
The name"
17,none,,,,The name of Ron's younger sister who is frustrated by the treatment she receives is ?,The name of Ron's younger sister who is frustrated by the treatment she receives is ?,,Ginny,-3.538372357686361,0.0,0.0,
17,lm_single,1,The,Question,Question name of Ron's younger sister who is frustrated by the treatment she receives is?,Question name of Ron's younger sister who is frustrated by the treatment she receives is?,,Ginny,-5.339982350667317,-1.8016099929809566,0.4731316566467285,A) Mary B) Jane C) Sally D) Sue
17,lm_single,5,'s,an,The name of Ronan younger sister who is frustrated by the treatment she receives is?,The name of Ronan younger sister who is frustrated by the treatment she receives is?,,Ginny,-4.97273317972819,-1.4343608220418296,0.23639202117919922,A
17,lm_single,3, of," ""","The name "" Ron's younger sister who is frustrated by the treatment she receives is?","The name "" Ron's younger sister who is frustrated by the treatment she receives is?",,Ginny,-4.725749651590983,-1.1873772939046225,0.704930305480957,
17,lm_single,2, name, most,The most of Ron's younger sister who is frustrated by the treatment she receives is?,The most of Ron's younger sister who is frustrated by the treatment she receives is?,,Ginny,-4.651004155476888,-1.112631797790527,0.7216668128967285,A) the fact that she is a girl
17,lm_single,10, frustrated, a,The name of Ron's younger sister who is a by the treatment she receives is?,The name of Ron's younger sister who is a by the treatment she receives is?,,Ginny,-4.483777681986491,-0.9454053243001304,0.6790046691894531,The name of Ron's younger sister who is a by the
17,lm_single,10, frustrated, the,The name of Ron's younger sister who is the by the treatment she receives is?,The name of Ron's younger sister who is the by the treatment she receives is?,,Ginny,-4.459145228068034,-0.9207728703816733,0.7388715744018555,The name of Ron's younger sister who is the by the
17,lm_single,4, Ron, this,The name of this's younger sister who is frustrated by the treatment she receives is?,The name of this's younger sister who is frustrated by the treatment she receives is?,,Ginny,-4.400698661804199,-0.8623263041178384,0.06465530395507812,(1) (2) (3) (4)
17,lm_single,6, younger, father,The name of Ron's father sister who is frustrated by the treatment she receives is?,The name of Ron's father sister who is frustrated by the treatment she receives is?,,Ginny,-4.325172424316406,-0.7868000666300454,0.4133930206298828,A
17,lm_single,7, sister, brother,The name of Ron's younger brother who is frustrated by the treatment she receives is?,The name of Ron's younger brother who is frustrated by the treatment she receives is?,,Ginny,-4.305829048156738,-0.7674566904703775,0.12699317932128906,A
17,lm_single,4, Ron, the,The name of the's younger sister who is frustrated by the treatment she receives is?,The name of the's younger sister who is frustrated by the treatment she receives is?,,Ginny,-4.302382469177246,-0.7640101114908853,0.1365046501159668,A
17,lm_single,7, sister, son,The name of Ron's younger son who is frustrated by the treatment she receives is?,The name of Ron's younger son who is frustrated by the treatment she receives is?,,Ginny,-4.268255869547526,-0.7298835118611655,0.17986011505126953,A
17,lm_single,6, younger, wife,The name of Ron's wife sister who is frustrated by the treatment she receives is?,The name of Ron's wife sister who is frustrated by the treatment she receives is?,,Ginny,-4.263952255249023,-0.7255798975626626,0.2951035499572754,"(1 answer)
What is the name of the woman who"
17,lm_single,9, is, was,The name of Ron's younger sister who was frustrated by the treatment she receives is?,The name of Ron's younger sister who was frustrated by the treatment she receives is?,,Ginny,-4.256508827209473,-0.7181364695231118,0.13580560684204102,"(1 answer)
What is the name of the younger sister"
17,lm_single,8, who, is,The name of Ron's younger sister is is frustrated by the treatment she receives is?,The name of Ron's younger sister is is frustrated by the treatment she receives is?,,Ginny,-4.186878522237142,-0.6485061645507808,0.4440774917602539,A
17,lm_single,9, is, died,The name of Ron's younger sister who died frustrated by the treatment she receives is?,The name of Ron's younger sister who died frustrated by the treatment she receives is?,,Ginny,-4.166089693705241,-0.6277173360188804,0.601168155670166,"(1 answer)
What is the name of the character who"
17,lm_single,5,'s, Paul,The name of Ron Paul younger sister who is frustrated by the treatment she receives is?,The name of Ron Paul younger sister who is frustrated by the treatment she receives is?,,Ginny,-4.161591211954753,-0.6232188542683921,0.421541690826416,The name of Ron Paul younger sister who is frustrated by the
17,lm_single,8, who,",","The name of Ron's younger sister, is frustrated by the treatment she receives is?","The name of Ron's younger sister, is frustrated by the treatment she receives is?",,Ginny,-4.1471099853515625,-0.6087376276652017,0.3601112365722656,A
17,lm_single,2, name, first,The first of Ron's younger sister who is frustrated by the treatment she receives is?,The first of Ron's younger sister who is frustrated by the treatment she receives is?,,Ginny,-4.117038726806641,-0.5786663691202798,0.5834560394287109,The first of Ron's younger sister who is frustrated by the
17,lm_single,1,The,def,def name of Ron's younger sister who is frustrated by the treatment she receives is?,def name of Ron's younger sister who is frustrated by the treatment she receives is?,,Ginny,-4.09767468770345,-0.5593023300170894,0.798037052154541,(1 point)
17,lm_single,3, of, is,The name is Ron's younger sister who is frustrated by the treatment she receives is?,The name is Ron's younger sister who is frustrated by the treatment she receives is?,,Ginny,-3.8427677154541016,-0.30439535776774074,0.6730642318725586,The name is Ron's younger sister who is frustrated by the
18,none,,,,From which financial establishment does Fleur hope to refine her pronunciation? My banking speech improvement occurs at ______,From which financial establishment does Fleur hope to refine her pronunciation? My banking speech improvement occurs at ,,Gringotts,-0.8678184350331625,0.0,0.0,1
18,lm_single,7,leur,NB,From which financial establishment does FNB hope to refine her pronunciation? My banking speech improvement occurs at ______,From which financial establishment does FNB hope to refine her pronunciation? My banking speech improvement occurs at ,,Gringotts,-1.7007163365681965,-0.8328979015350341,0.22356224060058594,1
18,lm_single,8, hope,ieu,From which financial establishment does Fleurieu to refine her pronunciation? My banking speech improvement occurs at ______,From which financial establishment does Fleurieu to refine her pronunciation? My banking speech improvement occurs at ,,Gringotts,-1.3866640726725261,-0.5188456376393636,0.6069412231445312,3
18,lm_single,4, establishment, year,From which financial year does Fleur hope to refine her pronunciation? My banking speech improvement occurs at ______,From which financial year does Fleur hope to refine her pronunciation? My banking speech improvement occurs at ,,Gringotts,-1.1595723628997803,-0.2917539278666178,0.4665102958679199,3pm on a Tuesday
18,lm_single,2, which, the,From the financial establishment does Fleur hope to refine her pronunciation? My banking speech improvement occurs at ______,From the financial establishment does Fleur hope to refine her pronunciation? My banking speech improvement occurs at ,,Gringotts,-1.0121639569600422,-0.14434552192687977,0.6159615516662598,10
18,lm_single,6, F, your,From which financial establishment does yourleur hope to refine her pronunciation? My banking speech improvement occurs at ______,From which financial establishment does yourleur hope to refine her pronunciation? My banking speech improvement occurs at ,,Gringotts,-1.0094887415568035,-0.141670306523641,0.4863929748535156,10
18,lm_single,2, which, a,From a financial establishment does Fleur hope to refine her pronunciation? My banking speech improvement occurs at ______,From a financial establishment does Fleur hope to refine her pronunciation? My banking speech improvement occurs at ,,Gringotts,-0.9707740147908529,-0.10295557975769043,0.5230545997619629,10
19,none,,,,Harry says he is the one who's got to finish off ______,Harry says he is the one who's got to finish off ,,Voldemort,0.0,0.0,0.0,2nd place
19,none,,,,Fleur attended the school called ______,Fleur attended the school called ,,Beauxbatons,-1.0678410530090332,0.0,0.0,‘The School of the Sacred Heart’ in London
19,lm_single,6, called, of,Fleur attended the school of ______,Fleur attended the school of ,,Beauxbatons,-3.7483415603637695,-2.6805005073547363,-0.8929581642150879,the Royal Ballet School in London and the Royal Ballet School
19,lm_single,5, school, premiere,Fleur attended the premiere called ______,Fleur attended the premiere called ,,Beauxbatons,-2.819308042526245,-1.751466989517212,0.2520017623901367,"2018 Cannes Film Festival on May 9, 201"
19,lm_single,1,F,import,importleur attended the school called ______,importleur attended the school called ,,Beauxbatons,-2.5618042945861816,-1.4939632415771484,0.7752037048339844,1
19,lm_single,6, called, for,Fleur attended the school for ______,Fleur attended the school for ,,Beauxbatons,-2.3129966259002686,-1.2451555728912354,-0.6614022254943848,3 years and was a member of the school’s first graduating
19,lm_single,5, school, annual,Fleur attended the annual called ______,Fleur attended the annual called ,,Beauxbatons,-2.2914741039276123,-1.223633050918579,0.6051206588745117,"2018 Cannes Film Festival in France on May 10,"
