id,question,answer
177,Who is the noted alchemist married to Perenelle as mentioned in the text? ___,Nicolas Flamel
177,Which Hogwarts house member was Malfoy taunted by Harry about cowardice? ___,Slytherin
177,Who provided Harry with the Chocolate Frog and card he gave Neville? ___,Hermione
178,Hermione celebrated the win by hugging her Gryffindor classmate ______ Patil.,Parvati
178,Neville Longbottom faced Crabbe and ______ in a physical assault after defending against Malfoy.,Goyle
178,"After the victory, the Hogwarts headmaster who praised Harry privately was ______.",Dumbledore
178,Snape emphasized that the Sorcerer's ______ should remain unknown to students.,Stone
178,"Malfoy ridiculed the Weasleys for lacking ______, implying they were chosen for financial struggles.",money
178,Hagrid's three-headed dog guarding the Sorcerer's Stone was named ______.,Fluffy
179,The sky that made Ron long for summer was described as a forget-me-not...,blue
179,One of the dragon species Romania's Charlie works with is the Hebridean...,Blacks
180,Harry proposes sending Norbert to Ron's brother ______ in Romania.,Charlie
180,The dragon egg Hagrid acquired was identified as a ______.,Norwegian Ridgeback
181,The creature responsible for the tooth wound Ron bore was the hatchling dragon ______.,Norbert
181,"The Hogwarts nurse forced Ron to rest, without discovering the truth about the wound's origin: Madam ______.",Pomfrey
182,Harry offered to resign from the Quidditch team to Oliver ______,Wood
183,Hagrid's cowardly black dog is named ___,Fang
183,The wizard school attended by Hermione and Harry is named ___,Hogwarts
184,The centaur who rescues Harry from the hooded figure identifies himself as ___. ,Firenze
184,The centaur who challenges Firenze by asking 'Are you a common mule?' is named ___. ,Bane
184,The centaur who allows Harry to ride him by lowering his front legs is named ___. ,Firenze
185,What does the Sorcerer's Stone produce to grant immortality? The Elixir of ______.,Life
186,The Ministry of Wizarding entity that sent Dumbledore an urgent owl is the Ministry of ___,Magic
186,The name of the dragon Hagrid won in a card game is ___ ,Norbert
187,The dog guarding the trapdoor is named ________.,Fluffy
187,Neville is clutching his toad named ________.,Trevor
188,The deadly plant Hermione referred to as Devil's ______ ensnared Harry and Ron.," ""Snare"""
189,Harry was reminded of the wizarding bank called ______ as the passage sloped downward.,Gringotts
189,Ron sacrificed his character to play as a ______ in the enchanted chess game.,knight
190,The sport of the match where Hermione set fire to Snape's robe was ________,Quidditch
191,What city was Dumbledore visiting when Quirrell searched for the Stone? London is mentioned as,London
191,What potion does Voldemort want to create using the Sorcerer's Stone? The Elixir of,Life
191,Who did Quirrell serve loyally but disappoint multiple times? Lord,Voldemort
191,What is the name of the mirror key to finding the Stone? The Mirror of,Erised
191,What object allows Voldemort to create a permanent body? The Sorcerer's,Stone
192,Who commanded Quirrell repeatedly to kill Harry during the confrontation in the dungeons?,Voldemort
192,Which Hogwarts nurse took away Fred and George's toilet seat for health and cleanliness reasons?,Madam Pomfrey
193,The real name behind Quirrell's turban is,Voldemort
193,Who admitted to letting Voldemort through Fluffy's trapdoor?,Hagrid
194,Which house held the house cup for the seventh consecutive year before points were redistributed?,Slytherin
194,The cynical professor with a treacherous smile while shaking McGonagall's hand was called ______ at King's Cross row.,Snape
195,Harry pulled his wand from the waistband of his __________.,jeans
196,The house-elf whose name was mentioned is ______.,Dobby
196,Who was at Ron's parents' house along with Ron?,Hermione
197,Harry's scar pain warned that [blank] was getting stronger in the past.,Voldemort
198,"Upon being struck by Dudley, Harry scrambled for his wand and cast the spell ___ to regain light.",lumos
199,"Harry screamed 'Expecto Patronum' to conjure the silver stag, but initially only managed a silvery wisp when he first shouted ___!",Expecto patronum
199,The creatures drawn to Little Whinging by the White Death grass-grower were called ___,Dementors
199,"Mrs. Figg vows to kill Mundungus for violating Dumbledore's orders, revealing the vigilance role given by ___",Dumbledore
200,What is the name of the family Harry lives with at number four in this chapter?,Dursleys
201,Harry was expelled from which magical school? __________ School of Witchcraft and Wizardry.,Hogwarts
202,The wizard prison guarded by Dementors is called ____________________.," ""Azkaban"""
202,The Hogwarts Headmaster's school is formally called ____________________.," ""Hogwarts School of Witchcraft and Wizardry"""
203,Which organization had Harry suspected lost control of the Dementors?,Ministry of Magic
203,What prison did Harry theorize the Dementors might have deserted?,Azkaban
204,Harry's owl is named [answer].,Hedwig
204,Aunt Petunia's surname is [answer].,Dursley
205,What is the name of Harry's underage cousin who left the house with the Dursleys?," ""Dudley"""
205,The owl Harry was waiting to return was named ________.," ""Hedwig"""
205,Harry was unable to return to living full-time with the ________ family after knowing the wizarding world.," ""Dursleys"""
205,The wizard who stood nearest to Harry in the hall was Remus ________.," ""Lupin"""
206,The hypothetical event Uncle Vernon imagines at the prize-giving comes from the fake All-England Best Kept Suburban Lawn ______.,Competition
206,The wizard possessing a spinning magical eye visited in Harry's kitchen is also called Mad-Eye ______.,Moody
206,The excitable wizard who dropped a violet-coloured top hat multiple times is known as Dedalus ______.,Diggle
206,"The pink-cheeked witch next to the toaster waves from among Harry's rescuers, named Hestia ______.",Jones
206,The wizard named Kingsley in Harry's rescue squad has the surname ______.,Shacklebolt
206,"The wizard guarding Harry awaiting the all-clear mentions his name as Alastor, known formally as Mad-Eye ______.",Moody
207,"Metamorphmagi like Tonks are born, not _. According to her explanation."," ""made"""
207,The charm Moody performed on Harry to make him blend in with surroundings was the Disillusionment _.," ""Charm"""
207,Tonks’ magical ability that can’t be learned with a wand or potions is called _.," ""Metamorphmagus"""
208,"The headquarters of the Order of the Phoenix may be found at number twelve, __.",Grimmauld Place
208,Harry's cold hands recall the Quidditch match against __ in his third year.,Hufflepuff
208,The owl whose cage is carried inside Grimmauld Place is named __.,Hedwig
209,The meeting at Grimmauld Place is exclusive to members of the Order of the ______.," ""Phoenix"""
209,"Harry was attacked by ______ this summer, prompting a Ministry hearing."," ""Dementors"""
209,"Harry's snowy owl, ______, comforted him upon reunion."," ""Hedwig"""
209,"The surname of Ron's mother, Mrs. Weasley, is ______."," ""Weasley"""
210,What is the name of Harry's owl that flew to the wardrobe? [blank],Hedwig
210,Which dark wizard's name caused others to wince when shouted? [blank],Voldemort
211,The news source influencing Percy's distrust of Dumbledore's return is the ______.,Daily Prophet
212,"The magical creatures responsible for attacking Harry, which the article never reported on, are ___",Dementors
212,The sibling of Ron who untruthfully blames Hermione's cat is ___,Ginny
213,"The first name of Mrs Weasley's husband, introduced as Mr Weasley, is __."," ""Arthur"""
214,Tonks transformed her nose to resemble Harry's cousin __________.,Dudley
215,"What is the name of the wizard whose return Harry witnessed, causing tension?",Voldemort
215,What is the name of the person Mrs. Weasley accuses Sirius of forgetting his responsibility toward?,Harry
215,What is the name of the cat lured out from under the dresser by Ginny?,Crookshanks
215,What is the surname of the person who says she hasn't forgiven Mundungus for skipping duty?,Weasley
216,What organization did Dumbledore swiftly reactivate? The answer is the __________.,Order of the Phoenix
216,Who 's return is warded off by Harry 's survival? The answer is __________.,Voldemort
216,What government body is manipulated by Voldemort 's absence? The answer is the __________.,Ministry of Magic
216,What is the collective term for Voldemort 's most loyal followers? The answer are the __________.,Death Eaters
217,The curse Voldemort may use to control unsuspicious people is the Imperius ______.,Curse
217,The full name of Sirius Black's ancestral home is the Noble and Most Ancient House of ______.,Black
217,The wizarding prison where Dumbledore could be imprisoned is ______.,Azkaban
217,The judicial body where Dumbledore lost his Chief Warlock title is called the ______.,Wizengamot
217,The name of the organization that Dumbledore leads in secret against Voldemort is the Order of the ______.,Phoenix
217,"The newspaper silences Dumbledore's truths according to Lupin, the Daily ______.",Prophet
217,The wizard noting the danger of Order membership due to his condition is Remus ______.,Lupin
218,What object previously hidden at Hogwarts did George state Dumbledore had once concealed? The Philosopher's ______.,Stone
218,The magical listening device invented by Fred and George that Harry and Ron used was called the Extendable ______.,Ears
218,"The hex Ginny demonstrated on victims, referenced by George, is the Bat-Bogey ______.",Hex
219,George mentions they’ve developed sweets alongside the Daily __.,Prophet
220,Kreacher served the Noble House of ______.,Black
221,The prison where Bellatrix and her husband are imprisoned is [blank].,Azkaban
221,The husband of Bellatrix Black mentioned on the tapestry is [blank].,Rodolphus Lestrange
221,The brother of Rodolphus Lestrange who joined the Death Eaters is [blank].,Rabastan Lestrange
221,The Muggle-born husband of Andromeda Tonks is [blank].,Ted Tonks
221,Sirius's favorite cousin who married Ted Tonks is [blank].,Andromeda
221,The son of Narcissa and Lucius Malfoy on the tapestry is [blank].,Draco Malfoy
222,The house-elf who attempts to steal objects at Grimmauld Place is named [blank].,Kreacher
223,Harry and Ron might no longer be fellow students at ______ due to the hearing's outcome.,Hogwarts
224,Arthur Weasley's department at the Ministry is the Misuse of Muggle Artefacts ____,Office
224,Proceeds from the Fountain of Magical Brethren support St Mungo's Hospital for Magical Maladies and ____,Injuries
225,The Pest Advisory Bureau is located in the Department for the Regulation and Control of Magical ______.,Creatures
225,Mr. Weasley's office is specifically named the Misuse of ______ Artefacts.,Muggle
225,The magazine given to Harry by Kingsley Shacklebolt was called ______.,The Quibbler
226,"The judicial body overseeing Harry's trial, identifiable by their plum-colored robes with a silver 'W', is the ______."," ""Wizengamot"""
226,The official title of Cornelius Fudge as stated in the excerpt is the ______.," ""Minister for Magic"""
226,"The Muggle workers Mr. Weasley struggles to name, who fix pipe issues, are ______."," ""Plumbers"""
227,The secretarial role of Court Scribe was held by Percy Ignatius ___.," ""Weasley"""
227,Harry's Patronus Charm took the corporeal form of a ___.," ""stag"""
227,Privet Drive's Muggle-inhabited area is located in Little ___.," ""Whinging"""
227,The Interrogators included Senior Undersecretary Dolores Jane ___.," ""Umbridge"""
227,The Muggle who witnessed the Patronus incident was Harry's cousin ___ Dursley.," ""Dudley"""
228,The prison guarded by Dementors is ___?,Azkaban
228,Mrs. Figg's full name is Arabella Doreen ___?,Figg
228,Dumbledore claims the Dementors were ordered there by someone other than the ___?,Ministry of Magic
229,The educational institution employing Dobby is ______.,Hogwarts
229,The prison from which Dementors originated is ______.,Azkaban
230,Who declared Harry cleared of all charges? The answer is ______.,Dumbledore
230,What wizarding court presided over Harry's case? The ______.,Wizengamot
230,The Weasley brother who scornfully ignored Harry was ______.,Percy
230,The destination Fudge and Malfoy left to was the Minister's ______.,office
231,Which school did Harry long to return to as the holidays concluded?,Hogwarts
232,What house was represented on Ron's badge?,Gryffindor
233,What is the last name of the rat Ron previously owned which his mother suggests replacing?,Scabbers
233,Who is left alone with Harry when the siblings exit to pursue household supply needs?,Hermione
234,The celebratory drink served at the Weasley family dinner was...," ""Butterbeer"""
235,Dumbledore's brother was named ___.,Aberforth
236,Lupin shouted 'Riddikulus' to banish the ______.,Boggart
237,The shrieking portrait behind the front door at Grimmauld Place was Mrs ____.,Black
238,What is the name of the cat Hermione brings into the compartment?,Crookshanks
238,What is the name of the Slytherin girl fifth-year prefect criticized by Hermione?,Pansy Parkinson
238,What is the name of the girl from Ravenclaw reading The Quibbler?,Luna Lovegood
238,What is the name of the magazine Luna Lovegood reads upside-down?,The Quibbler
239,The Quibbler's front page cartoon questions Fudge's ambition to steal control of what wizarding bank?,Gringotts
239,Sirius Black escaped two years ago from which prison commonly guarded by Dementors?,Azkaban
240,Draco Malfoy was followed by Crabbe and ___ as he departed the compartment.,Goyle
240,Who was the student expected to greet the first-years but was conspicuously absent? ___ was nowhere to be found.,Hagrid
241,Which Hogwarts house did Luna state thought Hagrid's teachings were a joke?,Ravenclaw
241,Harry and Ron found no trace of Hagrid at the staff ______ in the Great Hall.,table
241,Chapter Eleven of the book is titled 'The Sorting Hat's New ___.',Song
241,"Hagrid's dwelling was located by the ______ Forest, where no lights were visible at night.",Forbidden
242,The Hogwarts founder who only accepted brave students was...,Gryffindor
242,The headmaster wearing robes with silvery stars was...,Dumbledore
243,Nearly Headless Nick's full formal name as stated in the excerpt is ____,Sir Nicholas de Mimsy-Porpington
243,The professor temporarily teaching Care of Magical Creatures this year is Professor ____,Grubbly-Plank
243,The Hogwarts Headmaster who welcomes students and introduces staff changes at the feast is ____,Dumbledore
244,The twins who were pinning something on the Gryffindor noticeboard are Fred and _____,George
244,The publication Luna Lovegood was reading again is called The _____.,Quibbler
244,The villain whose return Harry claimed to witness is known as Lord _____.,Voldemort
245,The Quidditch team on Seamus's poster is the Kenmare ____.,Kestrels
245,The deceased student referenced in Harry's confrontation is Cedric ____.,Diggory
246,The headmaster who spoke at the last end-of-term feast is _____.,Dumbledore
247,"The Weasley twin who offered Ron to try Nosebleed Nougat by saying ""a bit of"" is named __________.",Fred
247,The ghost instructor in History of Magic is __________.,Professor Binns
248,The event Harry tried to ask Cho to during their previous meeting was the,Yule Ball
249,The Divination professor's full name was ________.,Sybill Trelawney
250,The brothers who weren't wrong about OWL year's workload are Fred and ______.,George
250,The student Fred is related to Ron and referred to by Umbridge as Mr ______.,Weasley
250,The classroom's subject is Defence Against the Dark ______.,Arts
250,Professor Umbridge tapped the blackboard with her unusually short ______.,wand
251,"When Harry named the Dark wizard who had returned, he said ______",Lord Voldemort
251,The girl who asked about practical Defence Against the Dark Arts OWL exams was ______,Parvati Patil
252,What organization does Hermione suggest is interfering at Hogwarts through Umbridge?,Ministry of Magic
252,Who did Harry bring back dead from the Triwizard Tournament?,Cedric Diggory
253,Hermione's threat to inform the twins' mother ended the candy distribution temporarily by leveraging maternal ___,authority
253,The ambiguous figure Umbridge was accepted by Dumbledore as Hogwarts' new Defense Against the ___ teacher,Dark Arts
253,Lee Jordan distributed sweets alongside Fred and ___,George
254,"When Hagrid was absent, the professor who took over for Care of Magical Creatures was Professor ___",Grubbly-Plank
255,Hermione dismissed Luna by referencing her father's publication The ______,Quibbler
256,The phrase cut into Harry's hand was I must not tell ______.,lies
256,The color of the quill Harry used was ______.,black
257,The exact phrase carved into Harry's skin by Umbridge's magical quill was 'I must not tell __________'?,lies
257,"The professors who gave additional homework included McGonagall, Sinistra, and Grubbly-__________.",Plank
258,The phrase that shaped Harry's punishment lines was 'I must not ______.',tell lies
258,The Weasley twin swigging Butterbeer after Ron's tryout is ______.,Fred
258,The portrait guarding the Gryffindor common room is known as the ______.,Fat Lady
259,Hermione references how Harry's scar hurt when Voldemort possessed [blank].,Quirrell
260,Harry sent the letter with his owl named ____.,Hedwig
261,Hermione pushed a Knut into its leather pouch to pay the screech ___.,owl
261,The newspaper Hermione retrieved was the Daily ___.,Prophet
261,Harry blamed Lucius ___ for informing the Ministry about Sirius.,Malfoy
261,The mass murderer warned about by the newspaper is Sirius ___.,Black
261,The Quidditch robes Ron wears were previously owned by ___ ___.,Oliver Wood
262,The student whose braided hair Pansy Parkinson likened to worms emerging from their head was Angelina ______.,Johnson
262,The team that led the mocking chant of 'Gryffindor are losers' was ______.,Slytherins
263,Harry Potter's disciplinary hearing was conducted by the ________,Wizengamot
264,Who corrected Ron and Harry's essays on Europa's icy surface?,Hermione
264,Which student warned Sirius his methods were risky and sounded like Ron's mother?,Hermione
265,The name of Malfoy's father is ______.,Lucius Malfoy
266,The controversial staff appointment at Hogwarts known as a half-giant is [blank].,Hagrid
266,"The ex-Auror with the nickname Mad-Eye"" is [blank].""",Moody
266,The organization led by Albus Dumbledore as Supreme Mugwump is the International Confederation of [blank].,Wizards
266,The former Hogwarts headmaster targeted by the Ministry's moves is [blank] Dumbledore.,Albus
267,Which Hogwarts headteacher was credited with appointing Professor Trelawney?,Dumbledore
267,Who approached Harry to ask about his dream diary during Divination class?,Professor Trelawney
268,"Professor Umbridge asked Hermione what Slinkhard says about counter-jinxes in Chapter Fifteen. According to Hermione, Slinkhard claims they are improperly named and are simply jinxes given a more acceptable label, but he refers to them as '____'.",counter-jinxes
268,"Professor Umbridge scolded Hermione for interrupting the class and confiscated points from Harry's house, which is named ____.",Gryffindor
268,"Prior to the outbreak of displeasure, students were told in rigorous detail about Ministry-____ lesson plans.",approved
269,Harry references a role retained by Professor Umbridge which prevents grievances against her: High _______.,Inquisitor
270,What dark wizard's name does Hermione speak for the first time? ______,Voldemort
271,Harry considered teaching outside Hogwarts at ?? in Hogsmeade.,the Hog's Head
272,Which veiled entity Dublin thought Umbridge resembled inside the Hog's Head enclosure? ,witch
272,Which Longbottom joined Hermione at the Hog's Head ambush on the meeting night? ,Neville
272,What sport did Harry practice twice weekly while anticipating the Hogsmeade visit? ,Quidditch
273,What animal shape does Harry's Patronus take that Susan Bones questions him about? ,stag
274,What competition involved Harry getting past dragons in his fourth year?,Triwizard Tournament
275,Who accompanied Fred and Lee to acquire sensitive items?,George
276,"During the lesson with Professor Binns, Harry’s owl [blank] arrives with a letter.",Hedwig
277,The name of Harry's injured owl is ___.,Hedwig
277,The newspaper Professor Grubbly-Plank holds is the ___.,Daily Prophet
277,"The phrase in Sirius's letter reads 'Today, same time, same ___.'",place
278,Malfoy's team plays under the ___ Quidditch banner despite the conflict,Slytherin
278,The book referenced by Harry's class was 'One Thousand Magical Herbs and ___',Fungi
279,The third chapter in Defensive Magical Theory is entitled 'The Case for Non-Offensive Responses to Magical ___'.," ""Attack"""
279,The potion professor who assigned Harry extra work is Professor ___.," ""Snape"""
280,The chapter titled 'Dumbledore's ______' hints at the group's formation.,Army
281,The bullfrog Harry was holding was summoned back using the charm '______.',Accio
282,Who enchanted Harry's glasses to resist fogging during the stormy Quidditch practice?,Hermione
283,Who is the house-elf that returns Hedwig to Harry's room?,Dobby
283,"Which professor's care ensured Hedwig's recovery?""",Professor Grubbly-Plank
284,The activation phrase Harry mutters starts with 'I solemnly swear that I am up to no ______.'," ""good"""
284,What is the name of the house-elf who suggests the Room to Harry?," ""Dobby"""
285,Who suggested they vote on Harry as their leader to make it formal? ,Hermione
285,Which Weasley twin teased Zacharias Smith by hexing him when he tried to disarm Anthony? Fred and ,George
285,What is the first name of Goldstein's partner who George and Fred hexed from behind? Anthony ,Anthony
286,Which clandestine group practices multiple defensive spells weekly?, Dumbledore's Army
287,The Head of House who refrained from assigning homework to Gryffindor students before the match was Professor ______.," ""McGonagall"""
288,Madam Hooch is the racially neutral ___ overseeing the Quidditch match.,referee
288,The position Ron held on the Gryffindor Quidditch team was ___.,Keeper
288,The team Harry belonged to during the Quidditch match was ___.,Gryffindor
288,"Malfoy's team, which mocked Ron's abilities with badges and songs, was called ___.",Slytherin
288,The commentating Gryffindor student who narrated the match action was ___.,Lee Jordan
288,The Quidditch team Ron plays as Keeper belongs to ___.,Gryffindor
288,The replacement Beaters Montague added to the Slytherin team were Crabbe and ___.,Goyle
289,The contagious ditty 'Weasley is Our King' invoked the familial __________ of the monumental Keeper mocked persistently by the rival broom-balancing crowd.,Weasley
289,"In a last-ditch attempt, a squarely aimed __________ by Crabbe struck Harry as he captured the Snitch, causing a crash landing on the arena's icy floor.",Bludger
290,Who removed the Gryffindor scarf furiously in her office scene? Professor ___,McGonagall
290,Which Hogwarts official separated the duelists with an Impediment Jinx? Madam ___,Hooch
291,The student who inquired about Ron's whereabouts was,Hermione
291,The dog inside Hagrid's cabin that barked was named,Fang
291,The Minister for Magic who issued the decree about the High Inquisitor was,Cornelius Fudge
291,The student described as still wearing his Quidditch things was,Ron
291,The friend who wore a knobbly elf hat and waited with Harry was,Hermione
292,"The three students under the Cloak were Harry, Ron, and ______.",Hermione
292,Hermione suggested Hagrid needed medical help from Madam ______.,Pomfrey
293,"Karkus, the Gurg, is described as having skin like rhino hide and a weight rivaling a couple of bull ______.",elephants
294,The Gurg Golgomath wore Karkus's ______ on his head.,helmet
295,The Hogwarts headmaster who sent Hagrid on his mission was __________.,Dumbledore
296,Whose name does the woman give upon entering Hagrid's cabin? Dolores ______.,Umbridge
296,What new title does Umbridge claim besides Defence Against the Dark Arts teacher? Hogwarts High ______.,Inquisitor
296,What creature's blood is dripping onto Hagrid's waistcoat? ______ blood.,dragon
296,What title does Umbridge use to assert her authority to inspect Hogwarts staff? Senior ______ to the Minister.,Undersecretary
296,"What magical item hides Harry, Ron, and Hermione from Umbridge? Invisibility ______.",Cloak
297,The magical creatures Hagrid claims to have the only domestic herd of in Britain are ___.," ""Thestrals"""
298,The student who whispered asking why Hagrid didn't cry out again was ______,Ron
299,Neville saw his grandad die which allowed him to see the ______,Thestrals
300,What house-elf decorated the Room of Requirement with golden baubles?,Dobby
301,Harry's initial nickname for Luna is ___ before he corrects himself.,Loony
302,Who was thrown into emotional turmoil by Cedric's death and had kissed Harry recently? Harry's thoughts turned to Cho ___.,Chang
302,Which professor rushed into the dormitory wearing a tartan dressing gown? Professor ___ arrived hastily in her tartan dressing gown.,McGonagall
302,Why did Harry scornfully call the Divination subject obsolete compared to emotional literacy? Harry believed female psychology was more vital than ___.,Divination
303,What is the first name of Mr. Weasley? ___,Arthur
304,What is the name of the phoenix Dumbledore used to send a warning?," ""Fawkes"""
304,What is the first name of the Weasley father gravely injured at work?," ""Arthur"""
305,Who has not said anything after Harry's altered vision account?,Ron
305,What beverage does Sirius summon with 'Accio Butterbeer!'?,Butterbeer
306,The brother who pulled the parchment from George's hands to read the letter himself was ______.,Fred
307,"The portrait at St Mungo's hospital labeled 'Dilys Derwent, St Mungo's Healer' noted her tenure prior to becoming the Hogwarts what?",Headmistress
308,What is the surface of Arthur Weasley's injuries kept covered with at St. Mungo's?,bandages
308,What family member of Arthur Weasley recently left his bedside before the group arrived?,Bill
309,The headquarters of the organization Harry is part of is the Order of the ___.,Phoenix
310,Which Hogwarts house does Phineas Nigellus provoke Harry about belonging in?,Slytherin
310,"Which friend unexpectedly arrives to talk, prompting Harry to open Buckbeak's door?",Hermione
311,Which elf gifted Harry a embarrassingly dreadful painting that he turned upside-down?,Dobby
312,"The dark witch whose photograph was Kreacher's favorite, previously seen by Harry in Dumbledore's Pensieve, is __________.",Bellatrix Lestrange
313,The Healer called Lockhart by his first name,Gilderoy
314,The long-term residents' ward discussed by the Healer is the Janus Thickey ______.,Ward
315,"Neville's grandmother's surname is Longbottom, and her first name in the text is ___.",Alice
315,Who tortured Neville's parents into madness with the Cruciatus Curse?,Bellatrix Lestrange
315,The house-elf lurking in the attic of Grimmauld Place was ___.,Kreacher
315,Harry dreaded returning to the school called ___.,Hogwarts
316,"What is Harry's surname, which Snape uses when assigning the Monday lesson time?",Potter
317,The family surrounding the front door with iron-grey hair as Tonks' disguise is the ________.,Weasleys
318,The Ravenclaw student Harry agreed to accompany to Hogsmeade is named ________ ________ in the story.,Cho Chang
318,Snape insists Harry practice ________ to shield his mind from the Dark Lord.,Occlumency
318,"Before entering Snape's office, Harry wishes he were almost anywhere ________.",else
319,The mental skill Snape begins teaching Harry is called __.,Occlumency
320,Who is the librarian in the Hogwarts library?," ""Madam Pince"""
320,What department in the Ministry of Magic does Harry identify as the target?," ""Department of Mysteries"""
320,What magical object does Snape use to retrieve his thoughts?," ""Pensieve"""
321,The Ministry feared Sirius Black was rallying old ________.,Death Eaters
321,The name of the newspaper with the Azkaban breakout photos was the ________.,Daily Prophet
321,Antonin Dolohov was the wizard convicted of the murders of Gideon and Fabian ________.,Prewett
321,The Minister for Magic who reported the Azkaban breakout was ________ Fudge.,Cornelius
322,The plant that strangled the Ministry worker was ________.,Devil's Snare
323,Harry often dreamed of walking toward the Department of ________________________.," ""Mysteries"""
323,Who was the High Inquisitor of Hogwarts? Dolores Jane ________________________," ""Umbridge"""
323,Where were the ten Death Eaters imprisoned before their escape? ________________________," ""Azkaban"""
324,Who explained they were frustrated with lessons from Severus______?,Snape
324,"When Ron suggested Snape pries wider, Hermione snapped 'Shut______'?",up
325,"After Cedric's death, Cho expected Harry to want to discuss it with ________.",her
325,Harry and Cho are walking through the wizarding village of ________ when they discuss escaped prisoners.,Hogsmeade
326,Which newspaper does Rita Skeeter use as her former affiliation? [BLANK],Daily Prophet
327,Harry Potter accuses prominent members of the wizarding community of being ______.,Death Eaters
329,The Hogwarts house mute for Chasers Angelina and Alicia appearing after this match belongs to _.,Gryffindor
330,The enchanted front cover in the Gryffindor common room is by __ and George.,Fred
330,The creature Luna's father previously wrote about with enthusiasm is Crumple-Horned __.,Snorkacks
331,The prison from which Voldemort's followers escaped is ______,Azkaban
332,"What incantation did Snape shout to resume Legilimency training, starting with 'Leg...'?",Legilimens
333,The headmaster who arrived at the Entrance Hall to prevent Trelawney's dismissal was Professor ____.,Dumbledore
334,Professor Flitwick uses 'Locomotor trunks!' to move Professor Trelawney's ____.,trunk
334,The new Divination teacher Dumbledore introduces is a centaur named ____,Firenze
334,The power to send professors away from the castle belongs to the ____.,Headmaster
335,What planet is described as the 'bringer of battle'?,Mars
336,Harry was warned about Umbridge's approach by the house-elf named ___,Dobby
336,Malfoy earned fifty points for his house of ___,Slytherin
337,The Minister for Magic present was ______,Cornelius Fudge
337,The Minister for Magic present was ______,Cornelius Fudge
338,The secret Defence Against the Dark Arts group that Harry formed was officially named [blank].,Dumbledore's Army
338,The location of the most recent meeting caught by Umbridge's group was the Room of [blank].,Requirement
339,The prison Dumbledore refused to be escorted to was ________.,Azkaban
340,What is the name of Dumbledore's phoenix?,Fawkes
341,Fred and George's Cleansweeps were chained alongside Harry’s [BLANK] in Umbridge’s office.,Firebolt
342,The name of Umbridge's group that monitors owl post is the ____.,Inquisitorial Squad
342,Filch's status in the magical world is that of a ____.,Squib
343,Harry's __ still troubled him after his argument with Chang.,scar
344,What nickname did Remus Lupin's friends use when addressing him? He was called __.,Moony
345,The student Hermione once studied with Harry near the lake was ___,Ron
346,"The creature pawing at Harry's hand was Crookshanks, Hermione's pet ______.",cat
346,The term Snape used to insult Lily was 'filthy little ______'.,Mudblood
347,Ginny Weasley’s brother ______ was practicing Quidditch when Harry received the Easter egg.,Ron
348,The bank recruiting Curse-Breakers is named blank,Gringotts
349,What is Professor Umbridge's first name revealed during the meeting?,Dolores
350,"The location Harry accessed via Floo powder was Number Twelve, ___?",Grimmauld Place
351,Harry kneeled before the fire at number twelve, Grimmauld Place
351,Lupin asked if James was playing with the, Snitch
352,Fred and George advertised their new shop at number ninety-three in ______,Diagon Alley
353,The shattered teacup was repaired using the spell [...] uttered by Hermione. ,Reparo
354,Ron expresses guilt about allowing others' confidence in him to dwindle when discussing Quidditch after mentioning what rival team's loss to Hufflepuff?,Slytherin
354,The Quidditch final pits Gryffindor against which team on the last weekend of May?,Ravenclaw
354,Cho's animated conversation with the Ravenclaw Quidditch captain causes Harry only a mild pang of what emotion?,jealousy
355,Which group holds significant influence and intelligence in the Forbidden Forest according to Hagrid? ___,centaurs
356,The half-brother of Hagrid is named ______.,Grawp
357,Hagrid's half-brother is named ___.,Grawp
357,The leader of the centaurs confronting Hagrid is ___.,Magorian
358,Question: Which disgraced centaur is accused of peddling secrets to Albus Dumbledore?,Firenze
358,What is the name of the Hogwarts house singing 'Weasley is our King' after the match?,Gryffindor
359,Hermione read about an owl turning into a pair of opera glasses in her book Intermediate ______.,Transfiguration
360,Neville says that Griselda Marchbanks is a friend of his gran and they met at the wizarding hospital called,St Mungo's
361,The incantation Harry used to summon his Patronus was ______.," ""Expecto Patronum"""
362,"The students spent most of the weekend revising for their Potions exam, which Harry feared would jeopardize his dream of becoming an __________.",Auror
362,"To identify the Knarl hidden among hedgehogs, students needed to offer milk, knowing that the __________ would react violently to the gesture.",Knarl
362,The subject focusing on Jupiter's moons that Harry passed with minimal confidence was __________.,Astronomy
363,Harry saw the tiny outline of Hagrid's defending dog named ______,Fang
364,"The person feeding Nifflers into Umbridge's office claimed Fred and George left him several, but their full names were Fred and ________?"," ""George"""
364,The first meeting of the International Confederation of Wizards was held in which European country?," ""France"""
365,Harry discovered that Sirius was located in the Department of ____,Mysteries
366,Where did Dumbledore instruct Harry to prevent mental intrusions through? ________ lessons.," ""Occlumency"""
366,What are the names of the Weasley twins whose prank plan involving Gas was referenced? Fred and ________.," ""George"""
367,What enchanted item did Harry and Hermione use to stay unseen in the corridor? The ______,Invisibility Cloak
368,Harry realized Voldemort was holding Sirius in the Department of ____.,Mysteries
368,The potion requested by Umbridge from Snape was ____.,Veritaserum
368,Umbridge suggested Hogwarts would become a Weasley-free ____.,zone
368,Hermione was pinned to the wall by Millicent ____.,Bulstrode
369,"Dumbledore was being searched at the Hog's ______, par Hermione's deception.",Head
